developerid,name,city,administrativedivision,country,founding_year
18326,LUCKY GIRLS LIMITED,,,,
18327,R C Knight,,,,
18328,Andrew C. Wang,,,,
18329,"Wuhan Firegame Co.,Ltd.",,,,
18330,Yakiniku Banzai,,,,
18331,16 Bit Psych,,,,
18332,Ageod,,,,
18333,Sure Games,,,,
18334,Steve O'Gorman,,,,
18335,Orange Bridge Studios,,,,
18336,FastGame,,,,
18337,SHIXIXI,,,,
18338,Replay Studios,,,,
18339,Squidlit Ink.,,,,
18340,Choose Multiple LLC,,,,
18341,Celsius Game Studios,,,,
18342,Seemingly Pointless,,,,
18343,BIG WOOD GAMES,,,,
18344,icefill,,,,
18345,Łukasz Tabaczkiewicz,,,,
18346,Evil Bite,,,,
18347,Lunisky studio,,,,
18348,Cem Akalın,,,,
18349,Thalasse Games,,,,
18350,YouzuStar,,,,
18351,Mental Zone Digital Game Studios,,,,
18352,Microsoft,Redmond,Washington,United States,2013
18353,Sampsonay,,,,
18354,MentaLoop Games,,,,
18355,Random Seed Games,,,,
18356,RCMADIAX,,,,
18357,JhonGames,,,,
18358,Ready at Dawn,Irvine,California,United States,2003
18359,Dawei Liu,,,,
18360,Jinsimer Games,,,,
18361,kChamp Games,,,,
18362,KOG,,,,
18363,Threaded Pixel Studios,,,,
18364,Sunshine Games,,,,
18365,Eggy,,,,
18366,Modesto Rabena,,,,
18367,Minority Media Inc.,,,,
18368,TarasB,,,,
18369,Finalboss game studio,,,,
18370,"MidnightCoffee, Inc.",,,,
18371,HexGameStudio,,,,
18372,REAL Co.Ltd,,,,
18373,Cory Long,,,,
18374,Saint Pieces,,,,
18375,Gateway Interactive,,,,
18376,Expo Virtualis,,,,
18377,Oxygen Interactive,,,,
18378,Oliver Keppelmüller,,,,
18379,Notte Studio Games,,,,
18380,Five Mind Creations,,,,
18381,Two Zoos,,,,
18382,MicroProse Software Inc,,,,
18383,AL-GAME,,,,
18384,NinjaISV,,,,
18385,Thomas Christof,,,,
18386,Moss,,,,
18387,Parseh Game Studio,,,,
18388,Pixel Guy,,,,
18389,Bellcat Game,,,,
18390,EHTechnology,,,,
18391,Tose,Kyoto,,Japan,1979
18392,Ottropi Games,,,,
18393,Akella,Moscow,,Russia,1995
18394,aftermonk,,,,
18395,Dead Mage,,,,
18396,Darker Emerald,,,,
18397,Felix & Paul Studios,,,,
18398,like Charlie,,,,
18399,Big Sandwich Games,,,,
18400,Peter Simmons,,,,
18401,Dubrovkin Sergei,,,,
18402,iDs Games,,,,
18403,David Williamson,,,,
18404,JosPlays,,,,
18405,Onni Interactive,,,,
18406,Asylum Entertainment,,,,
18407,Two-Way Ltd.,,,,
18408,Blazing Orb LLC,,,,
18409,RBIOKuriboh,,,,
18410,Bumfuzzled Gibbons,,,,
18411,Specter Game Studios,,,,
18412,MayoNinja Games,,,,
18413,XenoAmess,,,,
18414,Dosane Games,,,,
18415,Interchannel,,,,
18416,Locomotive Games,Santa Clara,California,United States,1997
18417,Toshihiko Kikuchi,,,,
18418,CoughE,,,,
18419,Science: Gamed,,,,
18420,Jan,,,,
18421,hf Production,,,,
18422,Uppercut Games Pty Ltd,,,,
18423,Orrery Games,,,,
18424,Teawork Dev,,,,
18425,Psytec Games Ltd,,,,
18426,Regl Studios,,,,
18427,Paul Cooney,,,,
18428,Mystic cat,,,,
18429,Midway Games,Chicago,Illinois,United States,1988
18430,Primate Labs Inc.,,,,
18431,frozenen,,,,
18432,Vega Play,,,,
18433,THE BROTHERHOOD,,,,
18434,aDeCon Production,,,,
18435,Valsar,,,,
18436,Alex Varvoid,,,,
18437,Ian Slattery,,,,
18438,Generic Game Studios LLC,,,,
18439,Praxia Entertainment Inc,,,,
18440,TALEROCK,,,,
18441,DigiPotato Studio,,,,
18442,Ethernia Productions,,,,
18443,David Erosa,,,,
18444,Greg Lobanov,,,,
18445,Russian Pixel Games,,,,
18446,MachineSpirit,,,,
18447,Stardock,Plymouth,Michigan,United States,1991
18448,Jorge Moreno Aguilera,,,,
18449,NIMONIX,,,,
18450,Daniel Gili,,,,
18451,MadameBerry Games LLC,,,,
18452,Daniel McCreary,,,,
18453,"The Third Floor, Inc",,,,
18454,PlaySide VR,,,,
18455,Michael Kissinger,,,,
18456,N-Game Studios,,,,
18457,Isaac Cohen,,,,
18458,FitXR,,,,
18459,Dim Bulb Games,,,,
18460,Google,,,,
18461,Rodeo Games,,,,
18462,Notus Games Ltd.,,,,
18463,Dextrit,,,,
18464,Tristan Begin,,,,
18465,VHornet Games,,,,
18466,Glitched Studios,,,,
18467,Bitecore Ltd.,,,,
18468,Humdrum Software LLC,,,,
18469,Side Group,,,,
18470,Megalithic Mainframe,,,,
18471,PlayWay SA,,,,
18472,Magic Notion Ltd,,,,
18473,KADOKAWA,,,,
18474,Lorag Games,,,,
18475,14° East,,,,
18476,Denizen Seven,,,,
18477,Anima Project,,,,
18478,Alexey Khazov,,,,
18479,Harmonix Music Systems,Cambridge,Massachusetts,United States,1995
18480,Team8 Studio,,,,
18481,Sabi Games,,,,
18482,Triseum,,,,
18483,Alex Hanson-White,,,,
18484,Nikku Nomura,,,,
18485,Lionmoon UG,,,,
18486,Panther Games,,,,
18487,Freestewdios,,,,
18488,ELIOT,,,,
18489,Speelbaars,,,,
18490,EON Digital Entertainment,,,,
18491,IndieLip,,,,
18492,Straight Right,,,,
18493,Joe Chisholm,,,,
18494,Illyriad Games,,,,
18495,TwinStarGames,,,,
18496,LastnOni,,,,
18497,Skymap Games,,,,
18498,Flippfly LLC,,,,
18499,Jan Urbanek,,,,
18500,Studio Seven,,,,
18501,Yunus Ayyildiz,,,,
18502,IronBoundManzer,,,,
18503,DebonosuWorks Inc.,,,,
18504,ocasocreations,,,,
18505,KZG,,,,
18506,KG Game Studuo,,,,
18507,lojq studio,,,,
18508,Flying Islands Team,,,,
18509,Incandescent Workshop LLC,,,,
18510,Blue_Trigger,,,,
18511,WMY Studio,,,,
18512,Respawn Entertainment,Los Angeles,California,United States,2010
18513,Nuclear Strawberry,,,,
18514,Nincent,,,,
18515,nickar82,,,,
18516,Poking Water Games,,,,
18517,WeVery,,,,
18518,Cube,,,,
18519,Dire Wolf Digital,,,,
18520,George Horta,,,,
18521,Deepred,,,,
18522,SluggishtacoGames,,,,
18523,Happy Pony Land,,,,
18524,encurio,,,,
18525,Horrendous Games,,,,
18526,Indigo Entertainment,,,,
18527,Interplay,,,,
18528,C.A.Withey,,,,
18529,Dragons Eye Studio,,,,
18530,ReedGames,,,,
18531,BlackMark Studio,,,,
18532,Wayward Design,,,,
18533,RobotKSR,,,,
18534,WeirdBeard,,,,
18535,Hangar 13,Novato,California,United States,2014
18536,Epikhin Maxim,,,,
18537,Mains Digitales Interactive,,,,
18538,"QUAD ARROW Co.,Ltd.",,,,
18539,Haptic Pulse,,,,
18540,Lost-Ride Studios,,,,
18541,Rockstar North,,,,
18542,DGHZ,,,,
18543,GoodVole,,,,
18544,MinMax Games Ltd.,,,,
18545,INDIEPLAY,,,,
18546,TheShortAndTheTall,,,,
18547,Animal Mouth,,,,
18548,Aleksey Abramenko,,,,
18549,Seaside Digital Arts,,,,
18550,"AmazeVR, Inc",,,,
18551,Midas Touch Game,,,,
18552,vertex4 entertainment ltd.,,,,
18553,"Tastee Beverage Studios, LLC",,,,
18554,Vulcan,,,,
18555,betamaximus-128,,,,
18556,Team KwaKwa,,,,
18557,Shaun Williams,,,,
18558,AjiGohanGames,,,,
18559,Maya Gameworks,,,,
18560,THREE ONE ZERO,,,,
18561,Sultan Sultanov,,,,
18562,Kerry Fawdray,,,,
18563,Vostok Games,Kyiv,,Ukraine,2012
18564,Jonathan Wood,,,,
18565,BLAV,,,,
18566,Trident Game Studio,,,,
18567,Benjamin Soulé,,,,
18568,Moonbite Games,,,,
18569,Purple Lamp Studios,Vienna,,Austria,2018
18570,Ghost Machine,,,,
18571,Rza Ibrahimov,,,,
18572,DarkEvilGames,,,,
18573,ToeJam & Earl Productions,San Francisco,California,United States,1989
18574,Kasper Kataja (kasbr),,,,
18575,Downward Viral,,,,
18576,"Reflections, a Ubisoft Studio",,,,
18577,Jumbl Games,,,,
18578,"Hyperator, Inc.",,,,
18579,Black Cell OG,,,,
18580,Andrey Malyarov,,,,
18581,Game Cooks,,,,
18582,Laush Studio,,,,
18583,Watercolor Games,,,,
18584,n-Space,Orlando,Florida,United States,1994
18585,Torpex Games,Bellevue,Washington,United States,2005
18586,Nomada Studio,,,,
18587,Timba Games,,,,
18588,Permadeath,,,,
18589,Estelion,,,,
18590,Red Phoenix Studios,,,,
18591,Casual Box Games,,,,
18592,Graviteam,,,,
18593,Blitz Games Studios,Leamington Spa,England,United Kingdom,1990
18594,KSS,,,,
18595,Crispy Software Development,,,,
18596,Halcyon Day Digital Co,,,,
18597,Lunarhellgames,,,,
18598,Nicholas Pellegrino,,,,
18599,Subaltern Games,,,,
18600,Not a Number,,,,
18601,Rabbit Hole Studios,,,,
18602,Engine Software,Doetinchem,,Netherlands,1995
18603,"Lukas Paul, Gabriel Mittermair",,,,
18604,Storm in a Teacup,,,,
18605,Total Eclipse,,,,
18606,Leikir Studio,,,,
18607,Camel101 LLC,,,,
18608,3DClouds.it,,,,
18609,Igor Krutov,,,,
18610,Black Bean Games,,,,
18611,WhirlVFX,,,,
18612,Kokoromi,,,,
18613,Incognito Entertainment,Salt Lake City,Utah,United States,1999
18614,Experience Inc.,,,,
18615,元气工作室,,,,
18616,Sadetta,,,,
18617,TinMoon Studios,,,,
18618,Jonas Kyratzes,,,,
18619,Beat-Fu Studio,,,,
18620,Mode4,,,,
18621,Steve Jarman,,,,
18622,Armadillo Studios,,,,
18623,Banyango,,,,
18624,NEON,,,,
18625,Xander's Corgi Arcade,,,,
18626,Kresimir Cvitanovic,,,,
18627,"Mane6, Inc.",,,,
18628,Pewter Games Studios,,,,
18629,Gaijin Games,,,,
18630,Lazy Morning Games,,,,
18631,Nemesys Games,,,,
18632,Pivotal Games,Bath,England,United Kingdom,2000
18633,LK Avalon,"Świlcza, Rzeszów",,Poland,1989
18634,Her Interactive,,,,
18635,Ragiva Games,,,,
18636,Mad Vulture Games,,,,
18637,LU QI,,,,
18638,Alaric von Teplitz,,,,
18639,LivinThing Studio,,,,
18640,Thetis Games,,,,
18641,Andy Imm,,,,
18642,Chromosphere Games,,,,
18643,BushiRoad,,,,
18644,Slipgate Studios,,,,
18645,"Lucid Sight, Inc.",,,,
18646,NewGen,,,,
18647,Alternative Dreams,,,,
18648,Simple Interactive Games,,,,
18649,From the Future LLC,,,,
18650,Lucid Dream Studio,,,,
18651,SadFish,,,,
18652,Design Imps,,,,
18653,GamePowerEs,,,,
18654,Sbug Games,,,,
18655,インレ,,,,
18656,Sorath,,,,
18657,Sssjim7,,,,
18658,Dischan Media,,,,
18659,Domas Sabockis,,,,
18660,Animu Game,,,,
18661,Tall Studios,,,,
18662,Oracle Gaming Orlando LLC,,,,
18663,Radi Lewis,,,,
18664,piximo interactive,,,,
18665,Heliocentric Studios,,,,
18666,Big Pixel Studios,,,,
18667,Coffee Cat Games,,,,
18668,Tuwi Michael Nannings,,,,
18669,Little Worlds Interactive,,,,
18670,EQ Studios,,,,
18671,Harebrained Schemes,Seattle,Washington,United States,2011
18672,Robert J. Deutsch,,,,
18673,Toolkitz Games,,,,
18674,Fireglow,,,,
18675,Batovi Games Studio,,,,
18676,Capcom,Osaka,,Japan,1979
18677,Mikeypoo's Games,,,,
18678,Bluehole,Seongnam,,South Korea,2007
18679,Glowstick Entertainment,,,,
18680,dragonGlitch Games LLC,,,,
18681,gbelo Games,,,,
18682,Cleverweek,,,,
18683,Trauma,,,,
18684,Cornbread Juice Games,,,,
18685,Maxis,Emeryville,California,United States,1987
18686,Rotech Digital Ltd,,,,
18687,Flavio Rausa,,,,
18688,Ian Atherton,,,,
18689,Nedodnb,,,,
18690,"Ottercopter Studios, LLC",,,,
18691,"World Entertainment Studios, LLC",,,,
18692,DeSync Studios,,,,
18693,LOVATTO STUDIO,,,,
18694,SacriFACE Studio,,,,
18695,SaintXi,,,,
18696,Mi'pu'mi Games GmbH,,,,
18697,DotEmu,Paris,,France,2007
18698,louis morel,,,,
18699,Innuendo Squad Studios,,,,
18700,David Mohr Gould,,,,
18701,DWSK Ltd,,,,
18702,Pine Street Codeworks LLC,,,,
18703,RageQuit Studios,,,,
18704,conradproteus,,,,
18705,"LRDGames, Inc.",,,,
18706,Kukouri Mobile Entertainment,,,,
18707,Full Control,,,,
18708,Redshift,,,,
18709,Now Production,Osaka,,Japan,1986
18710,SystemSoft Alpha Cooperation,,,,
18711,Holmsario Games,,,,
18712,Lakeview Interactive LLC,,,,
18713,Glitchr Studio,,,,
18714,RPGGAME,,,,
18715,StarCruiser Studio S.L.,,,,
18716,Ziopops Limited,,,,
18717,"Moonshark, Inc.",,,,
18718,Austin Boucher,,,,
18719,のdev,,,,
18720,Last Quarter Studios,,,,
18721,Enter Skies,,,,
18722,Bonfire Entertainment,,,,
18723,Bomb Shelter Games,,,,
18724,Educational Games,,,,
18725,Vanillaware,"Chūō-ku, Osaka",,Japan,2002
18726,cmert08,,,,
18727,SinorCreate,,,,
18728,Kamina Dimension,,,,
18729,Alexander Bruce,,,,
18730,Petroallah,,,,
18731,BAKENEKO GAMES,,,,
18732,Lightfoot Brothers,,,,
18733,Prelusion Games,,,,
18734,WeShare Game Studio,,,,
18735,EtherGaming,,,,
18736,SP-time,,,,
18737,Fivang,,,,
18738,Hero Game,,,,
18739,it Matters Games,,,,
18740,Straandlooper,,,,
18741,Aesthetic Interactive,,,,
18742,no-pact,,,,
18743,Bob,,,,
18744,Triangular Pixels,,,,
18745,Akky-06's Lab,,,,
18746,The Battle for Wesnoth Project,,,,
18747,Counterplay Games Inc.,,,,
18748,HeR Interactive,,,,
18749,Jack Dolabany,,,,
18750,Artalasky,,,,
18751,Graduate Games,,,,
18752,Mimicry,,,,
18753,L3O Interactive,,,,
18754,Manif,,,,
18755,彼岸领域,,,,
18756,blackHound Studios GbR,,,,
18757,KABloom Interactive,,,,
18758,CtrlMovie,,,,
18759,"Big Red Button Entertainment, Inc",,,,
18760,Ground Up Games Pty Ltd ®,,,,
18761,LInsoDeTeh,,,,
18762,Eendhoorn Games,,,,
18763,StarWraith 3D Games LLC,,,,
18764,Stainless Games,Newport,England,United Kingdom,1993
18765,Luminark,,,,
18766,Animus Interactive Inc,,,,
18767,Flint Games,,,,
18768,Smartbig Corportion,,,,
18769,GameWriterStudio,,,,
18770,Myoubouh Corp,,,,
18771,devotid,,,,
18772,Slipgate Ironworks,Aars,,Denmark,2017
18773,Ad Aspera,,,,
18774,UziGames,,,,
18775,Pixel Perfect Dude,,,,
18776,WaxSkink,,,,
18777,Nihon Falcom,Tokyo,,Japan,1981
18778,Stonehill Games,,,,
18779,Endi Milojkoski,,,,
18780,Tridente Studio,,,,
18781,DarkShot Studios,,,,
18782,Orangepixel,,,,
18783,It's a Wonderful Life,,,,
18784,Bad Panda Games,,,,
18785,Tomoaki Sugeno,,,,
18786,SimFabric,,,,
18787,NodziGames,,,,
18788,Goblinz,,,,
18789,Hotovo,,,,
18790,Little Maxima LLC,,,,
18791,On The Wall Entertainment,,,,
18792,RMking,,,,
18793,Turmoil Games,,,,
18794,Giks,,,,
18795,Adventure Islands,,,,
18796,Baked Games,,,,
18797,Charlie Fleed,,,,
18798,KIXEYE,,,,
18799,Curio Productions,,,,
18800,Shoujo City Developer,,,,
18801,Kogei,,,,
18802,"CINEMAX, s.r.o.",,,,
18803,"Doonamai, LLC",,,,
18804,RoboDev,,,,
18805,Discovr Labs,,,,
18806,Nanali Studios,,,,
18807,Pro Social Games,,,,
18808,Blue Omega Entertainment,,,,
18809,Infamus Entertainment,,,,
18810,KGourmet,,,,
18811,ReaverGames Ltd.,,,,
18812,Philip Bak,,,,
18813,SEMISOFT,,,,
18814,Illuminated Games,,,,
18815,DV8Games,,,,
18816,Hatfuls Games,,,,
18817,Vexel Games,,,,
18818,DCELL GAMES STUDIO,,,,
18819,HANNMADE Studios,,,,
18820,studio Don Quixote,,,,
18821,"Fantastic, yes",,,,
18822,Dave Brake Creations,,,,
18823,JCKSLAP,,,,
18824,Moonz Studioz,,,,
18825,Fun Guy Apps,,,,
18826,Knitted Pixels,,,,
18827,T-Rex Games,,,,
18828,Exquisite Games,,,,
18829,STUDIO MUNGO,,,,
18830,Barry McCabe,,,,
18831,Antoine Rigitano,,,,
18832,Access Games,Osaka,,Japan,2002
18833,VR-EXODUS,,,,
18834,lvkeai,,,,
18835,EA Sports,Redwood City,California,United States,1982
18836,N-Fusion Interactive,,,,
18837,Abyssal Arts Ltd.,,,,
18838,Hiqosoft,,,,
18839,Flying. Stone. Production,,,,
18840,No More Room in Hell Team,,,,
18841,Chasing Carrots,,,,
18842,Buried Signal,,,,
18843,Dapper Swine,,,,
18844,08 Games,,,,
18845,Tarkin Studios,,,,
18846,Coconut Tree Studio,,,,
18847,Weixi Studio,,,,
18848,Ghost Town Games Ltd.,,,,
18849,Kishan Emens (dev),,,,
18850,John Lawrence,,,,
18851,Brandon Dominguez,,,,
18852,Fatcat Games,,,,
18853,Goldhawk Interactive,,,,
18854,White Clover Worlds,,,,
18855,Vaclav Hudec,,,,
18856,Rain Pohlak,,,,
18857,Angry Mob Games,,,,
18858,Alfred Sandberg,,,,
18859,West Coast Games Ltd,,,,
18860,Oreol,,,,
18861,Hydravision Entertainment,,,,
18862,That Table Games,,,,
18863,Armet Games,,,,
18864,K Monkey,,,,
18865,Zohar Neiger,,,,
18866,Capitola VR,,,,
18867,"CRAVA,Inc.",,,,
18868,Muzzy Lane Software,,,,
18869,HeadHuntersGames,,,,
18870,Afterthought LLC,,,,
18871,Marcelo Barbosa,,,,
18872,Tavo,,,,
18873,Modesto A. Rabena,,,,
18874,maxlvlgames,,,,
18875,Duck Duck Zeus,,,,
18876,Kurisu no Patto,,,,
18877,"Artix Entertainment, LLC",,,,
18878,StudioGIW,,,,
18879,Koboldgames,,,,
18880,Captain Games,,,,
18881,b-Alive,,,,
18882,Bacus Studios,,,,
18883,Refugio3D,,,,
18884,David Donarumo,,,,
18885,peakvox,,,,
18886,"Vicious Cycle Software, Inc.",,,,
18887,Lazy Bear Games,,,,
18888,Rodrigo Reyes,,,,
18889,Happy Bat,,,,
18890,Sauropod Studio,,,,
18891,Wraith Studio,,,,
18892,Onaemo Studio,,,,
18893,OnionMilk,,,,
18894,VRLab Academy,,,,
18895,Elite Games Team,,,,
18896,Ongakukan,,,,
18897,Popcorn Arcade,,,,
18898,Nerd Monkeys®,,,,
18899,Oscar K,,,,
18900,Bunny,,,,
18901,sleepy macaw,,,,
18902,Modesty,,,,
18903,Psychor,,,,
18904,MaruStudio,,,,
18905,David J Ozsvath,,,,
18906,90E GAMES,,,,
18907,ODev,,,,
18908,Valve Software,,,,
18909,Kodari Games,,,,
18910,Tiny Colossus,,,,
18911,Lasmelan,,,,
18912,City Interactive S.A.,,,,
18913,Sandbank Studios Ltd,,,,
18914,Second Sky Entertainment,,,,
18915,Lowixsama,,,,
18916,Metanaut,,,,
18917,"Mika Mobile, Inc.",,,,
18918,Super77,,,,
18919,Tymon Zgainski,,,,
18920,CrazyKraken,,,,
18921,Ethan Waite,,,,
18922,pheenix93,,,,
18923,Luandun Games Pte. Ltd.,,,,
18924,Greenheart Games,,,,
18925,Hayo van Reek,,,,
18926,989 Studios,Foster City,California,United States,1995
18927,Moraes Studio,,,,
18928,OnPluto,,,,
18929,7TPGames,,,,
18930,Flenx,,,,
18931,Christian Whitehead,,,,
18932,Space Wedgie,,,,
18933,Quail Island Software Limited,,,,
18934,Aaron Cochrane,,,,
18935,Megaton,,,,
18936,Good Catch Games,,,,
18937,DDD Wares,,,,
18938,Marklar,,,,
18939,Blob Games,,,,
18940,Pauline Game,,,,
18941,KranX Productions,,,,
18942,Battleham,,,,
18943,Reija Meriläinen,,,,
18944,Ape Man Robot,,,,
18945,Mothership Entertainment LLC,,,,
18946,David Cseh,,,,
18947,RayKingArts,,,,
18948,Ubisoft Montreal Studio,,,,
18949,EvilGames,,,,
18950,StaplesVR,,,,
18951,Rezo Zero,,,,
18952,Esbol Amirov,,,,
18953,Agency Principle,,,,
18954,Guys From Andromeda LLC,,,,
18955,Nocturne Games,,,,
18956,Krome Studios Melbourne,Melbourne,Victoria,Australia,1988
18957,Matthew Wester,,,,
18958,Two Glass Hams,,,,
18959,ZuoBuLaiGame,,,,
18960,Light Shock Software s.n.c,,,,
18961,Your Friends Upstairs,,,,
18962,"Joyloft Co., Limited",,,,
18963,Timecode DS Ltd.,,,,
18964,Delirio,,,,
18965,Kraken Ink.,,,,
18966,M&H Soft,,,,
18967,Mateusz Kuliś,,,,
18968,Culture Attack Studio,,,,
18969,Oxeye Game Studio,,,,
18970,Kain Swartzbaugh,,,,
18971,Tiny Leviathan Studios,,,,
18972,waterxmelon,,,,
18973,Proud Dinosaurs,,,,
18974,Sigma Games,,,,
18975,ekusutola,,,,
18976,No. 28 Games,,,,
18977,SUMCOM,,,,
18978,Max Five,,,,
18979,LaserStone,,,,
18980,ERS Games Studio,,,,
18981,Yuki游戏制作组,,,,
18982,Atomic Planet,,,,
18983,HH-Games,,,,
18984,JOYCITY,,,,
18985,Climax Studios Ltd.,,,,
18986,CallThePolices,,,,
18987,Square Enix Montréal,,,,
18988,Ancient,Hino,,Japan,1990
18989,Erik Sillén,,,,
18990,3rdEye,,,,
18991,Nearga,,,,
18992,Black Phoenix Studio,,,,
18993,BoomCat Studios,,,,
18994,Runic Games,Seattle,Washington,United States,2008
18995,"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD",,,,
18996,R.A.M. Studios LLC,,,,
18997,Heideland GameWorks,,,,
18998,Hipix Studio,,,,
18999,FastGo Group,,,,
19000,Your Story Interactive,,,,
19001,Harmorise,,,,
19002,One Room Games,,,,
19003,SmashMouth Games Ltd,,,,
19004,Paper Scorpion Co.,,,,
19005,Pudding,,,,
19006,AB SOFT,,,,
19007,Rice Cooker Republic,,,,
19008,We The Force Studios,,,,
19009,Ackmi,,,,
19010,Wizard Fu,,,,
19011,Étienne Périn,,,,
19012,Retro Dreamer,,,,
19013,Gogii,,,,
19014,"Laser Ranch, Inc.",,,,
19015,BoxFrog Games,,,,
19016,Stephen Lawrence Clark,,,,
19017,Deadpan Games,,,,
19018,Zed-ex,,,,
19019,Different Game Studio,,,,
19020,MaratG2,,,,
19021,CrioGames,,,,
19022,Team Spicy,,,,
19023,DecadeDecaf,,,,
19024,Cogg Games Ltd,,,,
19025,Crazy Monkey Studios,,,,
19026,Linkflag Studio,,,,
19027,Bloodmane Interactive,,,,
19028,EcoShooter,,,,
19029,Pixile,,,,
19030,SceneSoft,,,,
19031,Ezekiel Rage,,,,
19032,Tephra Company,,,,
19033,Namco Tales Studio,Tokyo,,Japan,1986
19034,Liftoff Labs,,,,
19035,Proud Camel Games,,,,
19036,07th Expansion,,,,
19037,exaQuark,,,,
19038,Acid Nerve,,,,
19039,Ivan Zanotti's MyMadnessWorks,,,,
19040,BlackFoot Studios,,,,
19041,"Fantasy Flight Publishing, Inc.",,,,
19042,Fully Illustrated,,,,
19043,Visual Outbreak,,,,
19044,Flow Fire Games,,,,
19045,Hypersect,,,,
19046,UniSoft Games,,,,
19047,Sugoi Yellow,,,,
19048,slimefriend,,,,
19049,Boiagames,,,,
19050,"Zimventures, LLC",,,,
19051,Alex Williams,,,,
19052,AlPixel Games,,,,
19053,Cotton Game,,,,
19054,AEL Entertainment,,,,
19055,NeXToNe,,,,
19056,Babaroga,Chicago,Illinois,United States,2001
19057,Fistful of Frags Team,,,,
19058,Windy Hill,,,,
19059,BBG Entertainment GmbH,,,,
19060,Easy Games,,,,
19061,Brutal Muse Studio,,,,
19062,Alexander Guo,,,,
19063,Viversion,,,,
19064,Edougame,,,,
19065,QEGAME,,,,
19066,Top3Line s.r.o.,,,,
19067,SilentFuture,,,,
19068,Mirinae,,,,
19069,OpenXcell Studio,,,,
19070,Kraken Empire,,,,
19071,Electric Rune,,,,
19072,IF Games,,,,
19073,etherane,,,,
19074,Milkbag Games,,,,
19075,Krafted Games,,,,
19076,Great Chief Studio,,,,
19077,Galaxy Game Studio,,,,
19078,Gameplay Studio VR,,,,
19079,Legion Ivory,,,,
19080,Matthias Magnussen,,,,
19081,Tiny Red Camel,,,,
19082,Crayder Studios,,,,
19083,Angel T,,,,
19084,ifgames studio,,,,
19085,Pumpkin Games,,,,
19086,Pixel with Hat,,,,
19087,Organic Humans,,,,
19088,Cosmic Engineers,,,,
19089,Snow Day Software,,,,
19090,dtp Entertainment,,,,
19091,Multitool Studios,,,,
19092,NickySwan,,,,
19093,Crenetic GmbH Studios,,,,
19094,DiggerWorld Ltd.,,,,
19095,Abdullah Firat,,,,
19096,Bjarki Arge Andreasen,,,,
19097,Ink Syntax,,,,
19098,Kynoa SA,,,,
19099,Technocrat Games,,,,
19100,R.P.,,,,
19101,"Nostatic Software, LLC",,,,
19102,Denis Lapiner,,,,
19103,DYNAMICNEXT,,,,
19104,Tale of Tales,,,,
19105,Fastermind Games,,,,
19106,Danger Close Games,Los Angeles,California,United States,1995
19107,Aerolab Studios LTD,,,,
19108,YeaBoing,,,,
19109,Karosu-Maker,,,,
19110,a REGULAR GAMER,,,,
19111,"Shenzhen Simeng Technology Co., Ltd.",,,,
19112,Cerevrum Inc.,,,,
19113,Glitchy Pixel,,,,
19114,Ed Farage,,,,
19115,Twin Vault Games,,,,
19116,Diego Rodrigues,,,,
19117,Psyonix,San Diego,California,United States,2001
19118,Luckyhammers,,,,
19119,4 Fun Studio,,,,
19120,Virgin Interactive Entertainment,,,,
19121,Tuatara Games,,,,
19122,Hasoyua,,,,
19123,SOCO Games,,,,
19124,ZaxtorGameS,,,,
19125,Pixidraft Studios,,,,
19126,562 Interactive,,,,
19127,Dowino,,,,
19128,Khizer Awan,,,,
19129,NickyH,,,,
19130,EDWON,,,,
19131,Rimlight Studios,,,,
19132,Gromov Technologies,,,,
19133,Avallon Alliance,,,,
19134,Team Fugl,,,,
19135,Virtually Invincible LLC,,,,
19136,BoomBox,,,,
19137,Sprakelsoft GmbH,,,,
19138,Sound Slide Team,,,,
19139,Radin Games,,,,
19140,Fenix Fire Entertainment,,,,
19141,IM4A,,,,
19142,Maggese,,,,
19143,DeNA,Tokyo,,Japan,1999
19144,Flying Wild Hog,Warsaw,,Poland,2009
19145,Dog Theory,,,,
19146,Eric Hornby,,,,
19147,Titan Studio,,,,
19148,One Rep Closer,,,,
19149,High Impact Games,Burbank,California,United States,2003
19150,Hang Time Studios,,,,
19151,Bumpy Trail Games,,,,
19152,广州虚拟动力网络技术有限公司,,,,
19153,Gabriel Interactive,,,,
19154,FourbitFriday,,,,
19155,Gritfish,,,,
19156,Zachary Geier,,,,
19157,Foulball Hangover,,,,
19158,tengenstudio,,,,
19159,Impressions Games,,,,
19160,"Escality, LLC",,,,
19161,wildprophecy,,,,
19162,FTL Games,San Diego,California,United States,1982
19163,Godline,,,,
19164,Tim Conkling,,,,
19165,Overcome Studios,,,,
19166,Midnight Warden,,,,
19167,OhNoo Studio,,,,
19168,Universomo,Tampere,,Finland,2002
19169,XIERRA Games,,,,
19170,"BiNAREE, Inc.",,,,
19171,artArmin,,,,
19172,Owl Tribe Entertainment,,,,
19173,Newfa Games,,,,
19174,Raba Games,,,,
19175,PUBG Corporation,,,,
19176,Velaris Studio,,,,
19177,BoomTownGames,,,,
19178,Nicalis,Santa Ana,California,United States,2007
19179,Toge Productions,,,,
19180,Iron Tower Studio,,,,
19181,AP Thomson,,,,
19182,Drool,,,,
19183,"Funly, LLC",,,,
19184,Zemnott,,,,
19185,Josep Monzonis Hernandez,,,,
19186,Gallows,,,,
